A-517,Bon Appetit,67
A-030,Rabbit w - 1 ear up,35
A-073,Rabbit- Ears up,35
A-413,Father Rabbit,107
A-542,Lop-Eared Bunny,47
A-098,Standing Squirrel,35
A-529,Woodland Frog,67
A-530,Grey Squirrel,35
A-224,Giant Garden Frog,385
A-393,Totally Zen Frog,185
A-427,Totally Zen Too,122
A-503,Mini Zen Frog,43
A-368,Gone Fishin',172
A-385,The Thinking Man's Frog,147
A-472,All Creatures Great and Small,122
A-397,Coffee,35
A-398,Tea,35
A-431,Wine Time,35
A-406,Checkmate,35
A-407,Bumbershoot Frog,25
A-420,Parasol Frog,25
A-513,Fisherman Frog,25
A-514,Golfer Frog,25
A-515,Cowboy Frog,25
A-516,Baseball Frog,25
A-071,Turtle,23
A-093,Small Turtle,18
A-269,Tortuga Turtle,67
A-348,Box Turtle,23
A-352,Whisper,23
A-362,Jumper,23
A-421,My Pet Turtle,12
A-242,Hare Seated-ears up,67
A-259,Rabbit on a Rock,107
A-353,Snowball,35
A-364,Fat Rabbit,85
A-415,Youngster,25
A-099,Piglet,18
A-114,"Hedgehog, Small ",18
A-239,Frankie the Frog,23
A-299,Tiny Frog,11
A-324,Small Fry Bunny,23
A-349,Snail,25
A-345,Penguin,23
A-346,Baby Barn Owl,23
A-350,Autumn Chipmunk,23
A-391,Cardinal,23
A-392,Dragonfly,23
A-395,Lunar Moth,23
A-396,Butterfly,23
A-428,Ladybug,23
A-429,Ike,23
A-497,Spike,25
A-533,Sea Turtle,25
A-534,Hummingbird,25
A-540,Crawfish,23
A-436,Quackers,47
A-445,Teeny,18
A-446,Bitsy,18
A-447,Itsy,18
A-423,Kate's Goose,47
A-476,Happy Hour,85
A-265,Mini Bird,11
A-305,Flutter,23
A-306,Bathing Bird,18
A-354,Sparrow,23
A-356,Chickadee,23
A-359,Songbird,18
A-355,Resting Bird,25
A-482,Three's Company,47
P-658,Alouette Planter,107
A-479,Eureka,23
A-496,Amelia,25
A-504,Turtle Dove,35
A-505,Northern Cardinal,25
A-498,Trio,47
A-499,Rendezvous,30
A-528,Tweeters Five,43
A-203,Birds on a Log,97
A-207,Three's a Crowd,67
A-545,Wise Old Owl,197
